common,page,actions,displays,start,err,ts,dt
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""5401"",""item"":""20"",""item_type"":""sku_id"",""last_page_id"":""register"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""favor_add"",""item"":""20"",""item_type"":""sku_id"",""ts"":1592103502800},{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103504600}]","[{""display_type"":""recommend"",""item"":""6"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""32"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""9"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""recommend"",""item"":""18"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""}]",,,1592103501000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""4693"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_add_num"",""item"":""35"",""item_type"":""sku_id"",""ts"":1592103504346}]",,,,1592103502000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""15335"",""item"":""3,23,13"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103503000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""13972"",""item"":""34,19"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103504000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":11135,""open_ad_id"":11,""open_ad_ms"":4867,""open_ad_skip_ms"":4548}",,1592103495000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""19351"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""25"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""}]",,,1592103495000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""10349"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103496000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""13072"",""item"":""ps5"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""35"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""}]",,,1592103497000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""16435"",""item"":""24"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""promotion""}",,"[{""display_type"":""promotion"",""item"":""10"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""21"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""recommend"",""item"":""22"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""}]",,,1592103498000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""1330"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103499000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""19557"",""item"":""33"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103509778}]","[{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""28"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""2""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""2""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""3""}]",,,1592103500000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""17686"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103501000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""4708"",""item"":""21"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103502000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_112097"",""os"":""Android 8.1"",""uid"":""284"",""vc"":""v2.1.134""}","{""during_time"":""9702"",""item"":""9,31"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103503000,2020-06-14
"{""ar"":""420000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_379510"",""os"":""Android 11.0"",""uid"":""138"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":8883,""open_ad_id"":17,""open_ad_ms"":1845,""open_ad_skip_ms"":1336}",,1592103496000,2020-06-14
"{""ar"":""420000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_379510"",""os"":""Android 11.0"",""uid"":""138"",""vc"":""v2.1.134""}","{""during_time"":""6799"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""5"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""26"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""1""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""21"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""1""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""3""}]",,,1592103496000,2020-06-14
"{""ar"":""420000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_379510"",""os"":""Android 11.0"",""uid"":""138"",""vc"":""v2.1.134""}","{""during_time"":""11714"",""item"":""30"",""item_type"":""sku_id"",""last_page_id"":""home"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103502857}]","[{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""31"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""11"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""}]",,,1592103497000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":7113,""open_ad_id"":3,""open_ad_ms"":6419,""open_ad_skip_ms"":4233}",,1592103496000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""6182"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""24"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""29"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""2""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""4"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""4""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""11"",""pos_id"":""4""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""12"",""pos_id"":""2""}]",,,1592103496000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""11599"",""item"":""ps5"",""item_type"":""keyword"",""last_page_id"":""home"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""6"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""12"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""4""}]",,,1592103497000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""9894"",""item"":""11"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""favor_add"",""item"":""11"",""item_type"":""sku_id"",""ts"":1592103501298},{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103504596}]","[{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""query"",""item"":""21"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""26"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""11"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""}]",,,1592103498000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""16339"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103499000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""19084"",""item"":""27"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103500000,2020-06-14
"{""ar"":""110000"",""ba"":""vivo"",""ch"":""oppo"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_834048"",""os"":""Android 11.0"",""uid"":""826"",""vc"":""v2.1.134""}","{""during_time"":""5914"",""item"":""34,35"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103501000,2020-06-14
"{""ar"":""110000"",""ba"":""Oneplus"",""ch"":""vivo"",""is_new"":""0"",""md"":""Oneplus 7"",""mid"":""mid_262094"",""os"":""Android 11.0"",""uid"":""899"",""vc"":""v2.1.132""}",,,,"{""entry"":""icon"",""loading_time"":2809,""open_ad_id"":10,""open_ad_ms"":5198,""open_ad_skip_ms"":4283}",,1592103496000,2020-06-14
"{""ar"":""110000"",""ba"":""Oneplus"",""ch"":""vivo"",""is_new"":""0"",""md"":""Oneplus 7"",""mid"":""mid_262094"",""os"":""Android 11.0"",""uid"":""899"",""vc"":""v2.1.132""}","{""during_time"":""9482"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""31"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""}]",,,1592103496000,2020-06-14
